,f_inhibition_list,r_concentration_uM,r_inhibition_list,f_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50
337,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579]","[-26.658646903867833, -30.77292781555188, -22.455185141741904, -18.170908701694856, 2.138571960371583, 7.385861845268109, 7.6145439656025395, 3.7634548409265376, -2.4915066769178855, -23.31940185299754, -28.93475409927494, -21.510878833555612, -21.562400248027984, -5.267003259872346, 5.22010537698055, 4.961210863480215, 0.22638981134444985, -10.49243167774395]",,Cc1[nH]c2ncnc(NC(=O)c3cc4ccccc4c(=O)o3)c2c1C,,,99.0,,,,,
338,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579]","[-50.41653744538797, -45.9071528120136, -26.903604941456305, -28.15412382352006, -13.27927471502091, -5.717108425043197, -3.2807734700594193, -2.0945285284681714, 21.16501147784716, -53.91906948904426, -48.04798147079993, -31.368352478985184, -18.997298416697756, -14.164070077469232, -2.0363768660092436, -1.9108226502751853, 13.4627942345941, -0.5231936959811528]",,O=C1CCCCC(C(=O)Nc2ccc(-c3nc[nH]n3)cc2F)N1,,,99.0,,,,,
339,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[0.8217317007956311, -6.605036200904507, -18.545075256187328, -20.133899662250883, -16.45816703145517, -8.507391062513365, 1.6252231793162288, -1.4077110651415743, -0.16694432542128546, -1.4409885721303064, 0.862581469193413, 0.40595277908854926, -0.6661791441387264, -18.032091183967587, -22.897781473622427, -20.4615455068655, -9.60090136586757, -7.6444196203547214, -0.23559294103931402, 0.8678417270353674, -1.7358605393609277, -9.217240300031325]",,O=C(Nc1c[nH]nc1-c1ccccn1)c1cccc2nccn12,,,99.0,,,,,
340,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579]","[-13.724208573702533, -23.965349464336306, -26.96851190647739, -23.409422303585735, -4.55825936491785, -0.02339171398814168, -1.592731883167511, 0.681777268940346, 6.227910115963031, -12.054462556873977, -25.95331866907656, -23.108801660688673, -25.72757882166173, -13.068965338840657, 2.3944863847912763, -0.38446395286234414, 1.6265805191704645, -4.0248539336551925]",,Cc1[nH]c2ncnc(NC(=O)C3CCN(c4ccc(Cl)cn4)CC3)c2c1C,,,99.0,,,,,
344,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[78.8799581182608, 74.15350487776715, 37.39717961645325, 10.777188737833956, 7.222505694396836, -5.60024128459706, -10.272097692898218, -3.5335494131397955, -5.418018915897574, -10.741881523289713, -7.838445249216791, 81.7389719694118, 72.34252934583998, 35.69437994427162, 18.88018664447128, 3.2123318687397706, -0.12187557036305553, -5.9464052419733955, -7.387953542325093, -1.4150045632681283, -9.63054078414221, -2.085264357273752]",,Cc1cccc(COC(=O)c2cccc3c2NC(=O)C3=O)c1,,,17.287607689674005,,,,,
345,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[100.0, 92.79845639039864, 62.807694111554014, 54.589258781847064, 36.31921832337616, 16.535152374966035, 14.22690387629503, 21.61717635016789, 20.503891669736124, 15.963314043594465, 21.454959599402343, 100.0, 91.76514326673122, 67.544367760631, 59.372852161862276, 30.433924366939554, 18.353948575057373, 19.5225243195339, 24.570119321118355, 19.167838279825034, 21.958001026412294, 24.64855639051673, 85.30862248156656, 69.36921686735542, 38.16453791787511, 22.879644609782595, 13.80481161872748, 6.018049452213869, 5.173341017436474, 6.221871575526421, 6.823207756206148, 3.31634099463033, 81.88321897801941, 60.55161331861856, 24.536702775467376, 23.40571573029328, 1.8777890143783857, -0.27307178780115743, -1.9687673958894025, -1.9199530022864109, 0.8158583434782204, 1.3411795396625759]",,Cc1ccc(OCCN2C(=O)C(=O)c3cccc(Cl)c32)cc1,,,2.146302060119131,,,,,
346,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[85.25460528525637, 72.86624754856565, 42.531323253846864, 37.67784114870004, 5.219483837442747, 0.16598872621736185, -1.5197355442921319, 0.3313680387625831, -1.0769629935692817, -6.883799395310048, 98.95275874706422, 85.13325382133957, 71.68162773475497, 42.17705723741249, 32.39482290310973, 10.1439529274218, -2.5667588291882555, -2.116931034161895, -3.3636870413399205, -2.2662649443492073, -6.352115720967208, -4.488740831458911]",,CCOc1ccccc1CN1C(=O)C(=O)c2cc(Br)ccc21,,,12.40770499455004,,,,,
347,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[100.0, 100.0, 91.3492369868492, 88.68771157280355, 65.25966917703869, 0.9495295908723149, 21.564454010217133, -0.9820717913810814, -5.633715628512635, -1.4332508767437038, 2.8616965194017636, 100.0, 100.0, 91.87832259197661, 89.67464952947886, 40.56418885027521, 1.8057507859942465, 14.889060029445147, -3.1186098266587807, -2.050827823345465, -2.744839455973914, -0.6711222019019147]",,COc1ccc(CN2C(=O)C(=O)c3cc(Br)cc(C)c32)cc1OC,,,1.2305968737018205,,,,,
348,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[57.58806885848984, 52.122246671350844, 30.980755677971555, 25.998480583918234, 6.344740090712693, -0.12344404048906309, -3.0099919121317287, -1.6825650189769077, 0.2759816488551417, -1.5076083826614346, -2.4966482303838338, 56.8347562882243, 51.14322285173118, 31.060166375792104, 14.196017837040964, 4.7497847877252894, -2.0301289694861353, -5.9929535780924015, -3.3915741375167174, -2.850428261139281, -0.4930032463222205, -2.8363106491108088]",,Cc1cccc(NC(=O)CN2C(=O)C(=O)c3ccccc32)c1,,,42.363305087989694,,,,,
349,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[78.08338965869702, 64.58997586265305, 46.91733175010327, 41.94937873420266, 1.4355523999896944, -4.065868580156471, -5.627440540840998, -5.519664538361287, -5.748177300770154, -4.677442244053947, -4.853319453130308, 75.61196860350772, 62.293340978947455, 46.40181605226971, 37.22566409309563, 6.975154583396397, 1.2162273217625883, 0.5884585806760055, -5.295755433212824, -9.514577265939199, -5.6935963209803235, -6.933839315981577]",,N#Cc1ccc(CN2C(=O)C(=O)c3cccc(Br)c32)c(F)c1,,,14.290485781915148,,,,,
350,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[99.04077711306064, 97.99605637789689, 98.80979593901016, 98.93321509379915, 100.0, 99.62099040866198, 85.65995558660052, 86.13179893487167, 88.31849082943747, -10.901313085292445, -6.921385675799901, 100.0, 99.31095648463862, 88.05608144924602, 99.03061063933832, 99.60048732001678, 91.25373381304655, 100.0, 100.0, -9.485695047986082, -14.668419740367947, -9.38671370801499, 93.80351849164484, 77.66242927701073, 43.73607692218386, 28.419141699807, 15.492371100352015, 6.101202313076575, 5.530816381030508, 14.58087798281137, 5.767978414574749, 4.5209466102051765, 94.24968504519025, 71.20077453021754, 30.149398282555712, 15.440682508384192, 3.2109168653804163, -0.6479526501862236, -0.029118169024458528, -0.40932137088157, -1.8063763889206437, -1.504111170645795]",,N#Cc1cccc(CN2C(=O)C(=O)c3cccc(Br)c32)c1,,,0.0170131187483226,,,,,
351,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[72.58327441497114, 45.41925395478145, 10.767451527719134, 4.519686577240746, -1.3314630947513677, -1.6165176055266757, -0.43578103299521, -9.787950687050543, -5.813024842503625, -9.441877241894069, -4.521270318072139, 72.55830466153186, 40.91521390187114, 7.579847323745861, -0.4117788726512307, 3.5467287687070956, -3.1314693614001654, -4.608497684269076, 1.653513984889197, -3.965758753894834, -9.773403148063473, -8.00295251485889]",,O=C1Nc2ccc(OCCF)cc2C1=O,,,45.23738402824316,,,,,
352,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[74.9281338991334, 46.896307193194936, 11.774037337769295, -5.237400384132393, -6.125929935718781, -7.22885842178464, -7.217387077879408, -6.988837319740633, -7.292324895088388, -5.569657283228733, -0.602618064506888, 73.9668476122968, 43.19658052884897, 10.876451234637399, 0.6618066283802275, -4.051670291852481, -3.667585626288493, -5.989157569269874, -6.02966429653743, -7.370098417122339, -3.276519849142978, 0.509390806496814]",,COC(=O)c1cc(Br)cc2c1NC(=O)C2=O,,,42.33241354816698,,,,,
353,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[100.0, 89.46372135911864, 67.54392898614755, 46.981756081443095, 27.544588415125986, 0.09736741651449665, -6.176871568795674, -7.48633884993519, -7.068057385004891, -3.282925490247026, -3.6330316477355282, 100.0, 89.85240518309759, 66.96591655032191, 63.4284864611049, 31.17396334690991, 0.5361036117793503, -0.37149638026429016, -5.847920932723729, -5.00093188989952, -6.703582043450796, -5.506428145505502]",,O=C1C(=O)N(Cc2ncon2)c2ccc(Br)cc21,,,3.794492312109865,,,,,
354,"[1.613609, 0.9113634, 1.3082, 2.298347, 3.093967, 3.103693, 1.446315, 1.450206, -2.203029, -0.7440693, -1.4113, 48.32755, -3.438281, -2.533726, -3.897367, -1.983212, -1.154523, -0.4970189, -1.162304, -1.082548, -0.3822474, -3.181504, -2.928618, -2.979195]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-16.05715026141609, -14.36537776761559, -15.203544610864808, -11.571886157227029, -8.347626730914595, -5.419948780023839, -9.564858728761259, -9.424123434420311, -6.733752358459337, -3.545958043077166, -9.653916481305387, -16.367284392735197, -15.446586173270829, -12.945204106027909, -11.90343729789386, -6.189654955669967, -6.912659197064236, -10.375808411341643, -6.481378931802878, -3.7046565617787555, -7.271350035127974, -6.300847195834717]","[0.388, 0.194, 0.1, 0.05, 99.5, 49.75, 24.88, 12.44, 99.5, 7.463, 49.75, 2.488, 24.88, 1.552, 12.44, 0.776, 7.463, 0.388, 2.488, 0.194, 1.552, 0.1, 0.776, 0.05]",O=C1CC(NC(=O)Cc2cccc(Cl)c2)CN1,,,99.0,,,,,
366,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-60.683446877069024, -53.47733170398777, -36.094620812220654, -32.49057261387515, -22.58684206692071, -11.34027566813336, -9.70099024183738, -2.404538008392828, -2.3917181115452912, -4.568419538491663, -5.072394649308516, -56.40397972997695, -52.69581789069171, -36.456145509722184, -32.009443151720774, -25.119415844752524, -13.101408482363617, -13.713228571143063, -7.075425199848047, -2.7251196862710256, 8.597355893457962, -5.223392855500306]",,O=C(Nc1nncn1C1CC1)C1CCOc2ccccc21,,,99.0,,,,,
367,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-33.34616561721121, -23.650857076322975, -5.849813222548658, -6.819422850739068, -6.92605167730162, 1.2868262454878356, 0.13911398927574503, -3.8726794647079834, -4.909381181556436, -8.437626523389449, -4.230801437010094, -53.11618305965597, -30.498828037629345, -19.791339009681124, -14.423160949083814, -9.896747726831952, 7.253812027830962, 1.7948481246140058, -0.43752233052574646, -4.759132763303501, -13.876632625002221, -12.032924025869535]",,COC(=O)C(c1ccccc1Cl)N1CCC(S)/C(=C/C(=O)O)C1,,,99.0,,,,,
370,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-68.85625529511435, -74.34622987856537, -52.8607737927139, -37.43010449025698, -29.138661395086118, -15.312058740468784, -16.622423044337744, -9.822084157017784, -8.466534877153336, -6.726913301327306, -6.162101101383788, -58.71222818412877, -58.78000564812199, -44.11748093758824, -40.68342276193165, -25.56904829144308, -15.47020615645297, -12.939847500706012, -9.09912454109008, -9.392826885060714, -7.495057893250484, -5.122846653487711, -71.14166496722575, -56.49881362240789, -44.492766815566206, -26.829626129755567, -2.1306820049721953, 11.342380087418547, 13.79929326908132, 17.927217746899103, 16.80195202513061, 17.6578321273833, 20.92603118328328, -51.65168583777462, -56.90898289614318, -39.120300022529754, -26.61450408151456, -6.799450634088982, 3.8465629636814866, 8.524090687036802, 11.516109449779286, 10.241469235151726, 10.177042014563355, 11.787431827495897]",,CC(C)(C)c1ccc(N(C(=O)c2cccnc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,99.0,,,,,
379,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[100.0, 89.09608378144061, 85.53363053481075, 84.07715724102253, 90.31516521270841, 79.23979834890952, 32.1562070690683, 15.619071354469213, 9.21012871066034, 6.619318480693698, 8.772885979450578, 99.17068571993359, 91.26397916789159, 82.99826727936465, 83.48982260854964, 90.04228131848315, 79.5489281821601, 30.471221513616538, 16.18102303248428, 8.60784333024672, 8.172101681887534, 6.277732297374683]",,COc1cccc(C(=O)Nc2n[nH]c(SCc3ccc(Cl)cc3)n2)c1,,,0.2001792694479462,,,,,
381,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[64.01642613156866, 11.070534714530696, 4.949262927159468, 11.368214904783741, 19.589772805306573, 9.621598671311625, 8.697862155765925, 18.269627720426236, 16.452111481629906, 14.938526042145986, 18.017185618165698, 64.0900559073146, 11.160786952700912, 7.375019251028133, 3.874646258764787, 11.89636161180243, 19.577996924924012, 18.952279218839752, 11.74750084185371, 9.677340168250085, 14.488231537222438, 17.865683233596968]",,O=C(Cc1ccsc1)N1CCN(c2cc(-c3cccs3)n[nH]2)CC1,,,78.20854338003632,,,,,
385,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[4.000693728354918, -26.165251552133036, -127.34376580289637, -45.21551466391012, -31.20207810352315, -20.76276832444451, -3.607477612575691, -2.314286376674747, 0.49882000641731755, 2.8965417503470308, 4.63526868994835, 11.524008406545537, -17.100068961886667, -40.18236147971556, -49.70718875328413, -12.934555814471604, -13.063111089573207, -0.2190604862745518, -2.176225689017806, 2.695710747792569, 3.1412237834108647, -1.3473440600447681]",,CCCCN(CCNC(=O)Nc1cn(C)c(=O)c2ccccc12)Cc1ccco1,,,99.0,,,,,
386,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-131.0377502287053, -123.32130585599805, -72.29885362838297, -69.44102503602421, -36.44252768438951, -24.102402919330487, -20.69389063773159, -16.364389072092646, -14.24209716132108, -14.270140733786238, -13.390628441027589, -124.78445698595931, -111.74800285259789, -73.95782754070368, -66.66517498358311, -28.193012592751547, -20.070140920938577, -19.91169798632038, -14.865816013568276, -14.536835662569162, -12.416712764482211, -13.645411077272247]",,Cn1cc(NC(=O)N2CCN(C(=O)c3ccco3)CC2)c2ccccc2c1=O,,,99.0,,,,,
387,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-126.95664231267354, -109.12220108912784, -84.15666482017438, -81.3419533659607, -52.60162840404231, -6.774795280245605, -14.970655338764724, -9.554830657731038, -12.5798269428146, -2.6726927059965555, -2.8787135716296386, -123.47261687551136, -111.96877220779211, -87.84837895504118, -90.02503615819712, -42.506922623476065, -12.753896550276817, -17.185659842568356, -13.438886905692845, -8.228099372474535, -3.6848004766898654, -2.3643787497569133]",,Cn1cc(NC(=O)N(Cc2ccco2)CC2CCCO2)c2ccccc2c1=O,,,99.0,,,,,
388,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-119.03087050884923, -100.95428093789141, -76.27042986552186, -81.70086655033604, -33.15037905859184, -10.141762809442644, -19.723726630845164, -5.835454489609032, -4.295144791762665, -4.347062800312306, -16.242380241250423, -124.70706531243164, -103.46867846663679, -78.32553291964493, -80.62682444822282, -52.34158781655004, -10.719288475786797, -22.06618920339876, -10.333413404543132, -11.767501158601407, -15.069750175050068, -14.754379683651816]",,CC(C)OCCCN(Cc1ccco1)C(=O)Nc1cn(C)c(=O)c2ccccc12,,,99.0,,,,,
389,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-165.40037510003017, -130.92175034949668, -97.97307525497348, -83.85332303210636, -54.545461512296775, -26.260236142574684, -14.551317207537648, -8.797957615591224, -7.293339141921389, -3.247418102192632, -5.211255124580423, -167.99012866101245, -135.64233319293376, -93.5983240742644, -99.3281353630215, -52.13761489777825, -21.916520627195197, -8.278547244839913, -5.4715221177196245, -3.3781208439972774, -3.128186132331043, -1.7723956914868653]",,CCc1ccccc1N(CC)C(=O)Nc1cn(C)c(=O)c2ccccc12,,,99.0,,,,,
390,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[64.6153805300946, 30.00331169283326, 4.056612930999956, -10.641012209419742, -6.1862891242122, -11.438504982663108, -6.811333996480133, -4.472627536397083, -6.119797785392529, -1.0404617583958107, -3.6137225954744987, 56.94573283781581, 31.63459975518055, 5.9583403038305445, -3.228308850828833, -7.0634656780097895, 55.37097068404007, -9.677108821522584, -3.7528595898190478, -1.6988625063580332, 0.7143622995268792, 0.6709323329292773]",,COC(=O)c1c(NCCCc2ccccc2)c2cc(F)ccc2[nH]c1=O,,,68.55148565137092,,,,,
391,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-136.78452858073337, -98.88318021622902, -51.46075891988839, -29.590959736676332, -22.569456689323182, -8.20937351330551, -12.25385386841382, -6.810841692719468, -0.056394577013239106, 3.1189347709739166, 3.714376608492502, -139.36892206443358, -97.77251031834923, -42.48957514924501, -38.64681104364568, -18.72007074372182, -2.2632756344458773, -3.8325736255545513, -7.553392057184083, -8.612333961663005, -0.32260199151533053, 3.88083708842487]",,CCOC(=O)N1CCC(NC(=O)Nc2cn(C)c(=O)c3ccccc23)CC1,,,99.0,,,,,
392,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[28.41242316896174, -13.626951680363225, -32.44559821212271, -36.3594819677172, -20.96505594568072, -10.362722880064917, -9.950223874089097, -9.89157128018, -9.403109918022642, -7.355471774371136, -5.494995525969461, 23.038851327146716, -21.797356538232084, -35.851353314286804, -40.905189172767514, -29.04839709291604, -5.121578021268455, -10.969326200494917, -7.604931024938695, -6.92827216553, -5.414006775143095, -6.539594308048326]",,Cn1cc(NC(=O)NCCCN2CCc3ccccc3C2)c2ccccc2c1=O,,,99.0,,,,,
393,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-95.81336448840425, -81.18961540947798, -67.76880406636052, -71.10407975626522, -30.917396130683766, -8.950138883104302, -7.41382936963494, 0.4102901945511402, -0.9311743380267711, 0.4729693165322994, -6.1548962355624415, -96.09036537770464, -76.3875399045442, -61.99052663301078, -68.26460383916798, -40.067326974194, -10.632937223496254, -6.02272709643628, -0.4500626464913173, -0.009763716322762376, -1.998733022688431, -8.191477307676315]",,CC(C)Cn1cc(NC(=O)NCCCN2CCCC2=O)c2ccccc2c1=O,,,99.0,,,,,
